date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:55	16699/16699	---M-Z	200	added ('OK')	text/css	etag:%22413b-66e31291-5b2d3f52ddcd3cc1;gz%22	https://nupagamentos.online/orbi/loja/css/styles.css	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/css/styles.css	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:18:58	221805/221805	---M--	200	added ('OK')	image/png	etag:%223626d-66e31293-58ab7cce9129eff4;;;%22	https://nupagamentos.online/orbi/loja/images/akazul_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_2.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:18:59	207183/207183	---M--	200	added ('OK')	image/png	etag:%223294f-66e31293-d970bdc09144c149;;;%22	https://nupagamentos.online/orbi/loja/images/akazul_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_3.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:18:59	113378/113378	---M--	200	added ('OK')	image/png	etag:%221bae2-66e31293-d88d46e5532fab19;;;%22	https://nupagamentos.online/orbi/loja/images/akazul_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_4.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:02	78131/78131	---M--	200	added ('OK')	image/png	etag:%2213133-66e31295-28c543980d114af;;;%22	https://nupagamentos.online/orbi/loja/images/pretorating.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/pretorating.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:02	1210762/1210762	---M--	200	added ('OK')	image/png	etag:%2212798a-66e3129c-a8cedee5a73f74b1;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/ak/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/1.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:05	916934/916934	---M--	200	added ('OK')	image/png	etag:%22dfdc6-66e3129c-4a5f197e163ea0bf;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/ak/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/2.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:05	10413/10413	---M-Z	200	added ('OK')	text/html	etag:%2228ad-66e31290-2e67ffc02b8395d3;gz%22	https://nupagamentos.online/orbi/loja/responda.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/responda.html	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:06	1164489/1164489	---M--	200	added ('OK')	image/png	etag:%2211c4c9-66e3129c-cb5d552c3b5d3241;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/ak/3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/3.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:07	226902/226902	---M--	200	added ('OK')	image/png	etag:%2237656-66e31293-f1175d0e274c62a0;;;%22	https://nupagamentos.online/orbi/loja/images/akred_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_2.png	(from https://nupagamentos.online/orbi/loja/akVermelho.html)
13:19:08	208263/208263	---M--	200	added ('OK')	image/png	etag:%2232d87-66e31294-b94167f73ff9e87;;;%22	https://nupagamentos.online/orbi/loja/images/akred_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_3.png	(from https://nupagamentos.online/orbi/loja/akVermelho.html)
13:19:08	110202/110202	---M--	200	added ('OK')	image/png	etag:%221ae7a-66e31294-d33c21a3cf628cd7;;;%22	https://nupagamentos.online/orbi/loja/images/akred_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_4.png	(from https://nupagamentos.online/orbi/loja/akVermelho.html)
13:19:10	277040/277040	---M--	200	added ('OK')	image/png	etag:%2243a30-66e31294-cd70fc2706256991;;;%22	https://nupagamentos.online/orbi/loja/images/azulm4_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_2.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:11	233525/233525	---M--	200	added ('OK')	image/png	etag:%2239035-66e31294-f3aa1321f54d1a4f;;;%22	https://nupagamentos.online/orbi/loja/images/azulm4_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_3.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:11	86977/86977	---M--	200	added ('OK')	image/png	etag:%22153c1-66e31294-57f07aba74a35ab2;;;%22	https://nupagamentos.online/orbi/loja/images/azulm4_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_4.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:13	215207/215207	---M--	200	added ('OK')	image/png	etag:%22348a7-66e3129c-51e767e9e3b21060;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/m4azul/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4azul/2.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:14	9124/9124	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223a4-66e31297-c1a1f8cfaf74a755;gz%22	https://nupagamentos.online/orbi/loja/js/latest.js	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/js/latest.js	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:14	317483/317483	---M--	200	added ('OK')	image/png	etag:%224d82b-66e3129c-6962d7774e60175e;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/m4azul/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4azul/1.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:16	276090/276090	---M--	200	added ('OK')	image/png	etag:%224367a-66e31296-50d0ae8284e9e32f;;;%22	https://nupagamentos.online/orbi/loja/images/redm4_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_2.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:17	232279/232279	---M--	200	added ('OK')	image/png	etag:%2238b57-66e31296-dac6c1bd0a6d25a4;;;%22	https://nupagamentos.online/orbi/loja/images/redm4_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_3.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:17	89709/89709	---M--	200	added ('OK')	image/png	etag:%2215e6d-66e31296-e4233a0df2cddcf8;;;%22	https://nupagamentos.online/orbi/loja/images/redm4_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_4.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:21	271352/271352	---M--	200	added ('OK')	image/png	etag:%22423f8-66e3129d-40fd5f6c0c6352cd;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/m4vermelha/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4vermelha/2.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:21	311709/311709	---M--	200	added ('OK')	image/png	etag:%224c19d-66e3129d-8289952b4739b40;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/m4vermelha/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4vermelha/1.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:22	199850/199850	---M--	200	added ('OK')	image/png	etag:%2230caa-66e31292-fffc41b3c395b3f0;;;%22	https://nupagamentos.online/orbi/loja/images/2pistol_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_2.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:23	155962/155962	---M--	200	added ('OK')	image/png	etag:%222613a-66e31292-5122c1b79844bbb9;;;%22	https://nupagamentos.online/orbi/loja/images/2pistol_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_3.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:24	214614/214614	---M--	200	added ('OK')	image/png	etag:%2234656-66e31292-b490645271798eb6;;;%22	https://nupagamentos.online/orbi/loja/images/2pistol_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_4.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/img-sys/server_misconfigured.png	/home/health-slim/websites/finalmente/nupagamentos.online/img-sys/server_misconfigured.png	(from https://nupagamentos.online/orbi/loja/responda.html)
13:19:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/img-sys/powered_by_cpanel.svg	/home/health-slim/websites/finalmente/nupagamentos.online/img-sys/powered_by_cpanel.svg	(from https://nupagamentos.online/orbi/loja/responda.html)
13:19:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:27%20GMT	https://nupagamentos.online/orbi/loja/images/bannerrecompensas.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/bannerrecompensas.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:27%20GMT	https://nupagamentos.online/orbi/loja/images/akazul_1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_1.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:32	1575803/1575803	---M--	200	added ('OK')	image/png	etag:%22180b7b-66e3129e-329fda31647ff874;;;%22	https://nupagamentos.online/orbi/loja/images/reviews/pistola/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/pistola/1.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:33	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:27%20GMT	https://nupagamentos.online/orbi/loja/images/logo.webp	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/logo.webp	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:33	230670/230670	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2015%20Sep%202024%2016:19:33%20GMT	https://connect.facebook.net/en_US/fbevents.js	/home/health-slim/websites/finalmente/connect.facebook.net/en_US/fbevents.js	(from https://nupagamentos.online/orbi/loja/js/pixel.js)
13:19:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:28%20GMT	https://nupagamentos.online/orbi/loja/images/akred_1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_1.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:28%20GMT	https://nupagamentos.online/orbi/loja/images/azulm4_1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_1.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:34%20GMT	https://nupagamentos.online/orbi/loja/images/redm4_1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_1.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:34%20GMT	https://nupagamentos.online/orbi/loja/images/2pistol_1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_1.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:35	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:35%20GMT	https://nupagamentos.online/orbi/loja/images/akazul_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_3.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:35	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:35%20GMT	https://nupagamentos.online/orbi/loja/images/akazul_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akazul_2.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:35	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:35%20GMT	https://nupagamentos.online/orbi/loja/images/esgotado.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/esgotado.png	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:35	9531/9531	---M-Z	200	added ('OK')	application/javascript	etag:W/%22253b-QI7TQpPsfIVl+XS+Sp212mfYjKw%22	https://cdn.jsdelivr.net/npm/js-sha256/src/sha256.min.js	/home/health-slim/websites/finalmente/cdn.jsdelivr.net/npm/js-sha256/src/sha256.min.js	(from https://nupagamentos.online/orbi/loja/js/pixel.js)
13:19:37	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:36%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/ak/3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/3.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:36%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/ak/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/1.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:36%20GMT	https://nupagamentos.online/orbi/loja/images/pretorating.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/pretorating.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:36%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/ak/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/ak/2.png	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:43	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:42%20GMT	https://nupagamentos.online/orbi/loja/images/akred_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_3.png	(from https://nupagamentos.online/orbi/loja/akVermelho.html)
13:19:43	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:42%20GMT	https://nupagamentos.online/orbi/loja/images/azulm4_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_2.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:43	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:42%20GMT	https://nupagamentos.online/orbi/loja/images/azulm4_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/azulm4_3.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:43	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:37%20GMT	https://nupagamentos.online/orbi/loja/images/akred_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/akred_2.png	(from https://nupagamentos.online/orbi/loja/akVermelho.html)
13:19:44	93588/93588	---M--	200	added ('OK')	application/x-font-woff	etag:%2216d94-66e31291-fdbf8e88be397eed;;;%22	https://nupagamentos.online/orbi/loja/fonts/GellixBlack.otf	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/fonts/GellixBlack.otf	(from https://nupagamentos.online/orbi/loja/css/fonts.css)
13:19:45	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:43%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/m4azul/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4azul/2.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:45	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:43%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/m4azul/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4azul/1.png	(from https://nupagamentos.online/orbi/loja/m4Azul.html)
13:19:45	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:43%20GMT	https://nupagamentos.online/orbi/loja/images/redm4_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_2.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:45	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:45%20GMT	https://nupagamentos.online/orbi/loja/images/redm4_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/redm4_3.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:46	92476/92476	---M--	200	added ('OK')	application/x-font-woff	etag:%221693c-66e31291-e8ddd05befc07747;;;%22	https://nupagamentos.online/orbi/loja/fonts/GellixRegular.otf	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/fonts/GellixRegular.otf	(from https://nupagamentos.online/orbi/loja/css/fonts.css)
13:19:47	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:47%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/m4vermelha/2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4vermelha/2.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:47	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:47%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/m4vermelha/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/m4vermelha/1.png	(from https://nupagamentos.online/orbi/loja/m4Vermelho.html)
13:19:47	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:47%20GMT	https://nupagamentos.online/orbi/loja/images/2pistol_3.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_3.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:47	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:47%20GMT	https://nupagamentos.online/orbi/loja/images/2pistol_2.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_2.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:48	92584/92584	---M--	200	added ('OK')	application/x-font-woff	etag:%22169a8-66e31292-d64816fa67481525;;;%22	https://nupagamentos.online/orbi/loja/fonts/GellixMedium.otf	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/fonts/GellixMedium.otf	(from https://nupagamentos.online/orbi/loja/css/fonts.css)
13:19:49	94924/94924	---M--	200	added ('OK')	application/x-font-woff	etag:%22172cc-66e31291-87b0a1957b03cece;;;%22	https://nupagamentos.online/orbi/loja/fonts/GellixBold.otf	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/fonts/GellixBold.otf	(from https://nupagamentos.online/orbi/loja/css/fonts.css)
